season_id,episode,challenge,format,role,winner
s06_battle_of_the_sexes,7,,individual,prize,Jamie Murray
s06_battle_of_the_sexes,8,Freeze Your Butt Off,individual,prize,Ellen Cho
s06_battle_of_the_sexes,8,Freeze Your Butt Off,individual,safety,Tonya Cooley
s06_battle_of_the_sexes,8,,individual,prize,Emily Bailey
s06_battle_of_the_sexes,9,People Mover,pair,prize,Ayanna Mackins
s06_battle_of_the_sexes,9,People Mover,pair,prize,Ellen Cho
s06_battle_of_the_sexes,9,People Mover,individual,safety,Tonya Cooley
s06_battle_of_the_sexes,9,,individual,prize,Emily Bailey
s06_battle_of_the_sexes,10,Battle of the Opposite Sexes,individual,prize,Jake Bronstein
s06_battle_of_the_sexes,10,Battle of the Opposite Sexes,individual,safety,Blair Herter
s06_battle_of_the_sexes,10,,individual,prize,Jamie Murray
s06_battle_of_the_sexes,11,Leaky River,individual,prize,Eric Nies
s06_battle_of_the_sexes,11,Leaky River,individual,safety,Ellen Cho
s06_battle_of_the_sexes,11,,individual,prize,Jamie Murray
s06_battle_of_the_sexes,12,Stairway to Heaven,individual,prize,Jamie Murray
s06_battle_of_the_sexes,12,Stairway to Heaven,individual,safety,Blair Herter
s06_battle_of_the_sexes,12,,individual,prize,Emily Bailey
s06_battle_of_the_sexes,13,Collision Course,individual,prize,James Orlando
s06_battle_of_the_sexes,13,Collision Course,individual,safety,Blair Herter
s06_battle_of_the_sexes,13,,individual,prize,Jamie Murray
s06_battle_of_the_sexes,14,Spider Mon,individual,prize,Shane Landrum
s06_battle_of_the_sexes,14,Spider Mon,individual,safety,Genesis Moss
s06_battle_of_the_sexes,14,,individual,prize,Emily Bailey
s06_battle_of_the_sexes,15,Human Aquarium,individual,prize,Antoine de Bouverie
s06_battle_of_the_sexes,15,Human Aquarium,individual,safety,Shane Landrum
s06_battle_of_the_sexes,15,,individual,prize,Jamie Murray
s06_battle_of_the_sexes,16,Razor's Edge,individual,prize,Antoine de Bouverie
s06_battle_of_the_sexes,16,Razor's Edge,individual,safety,Shane Landrum
s06_battle_of_the_sexes,16,,individual,prize,Jamie Murray
s06_battle_of_the_sexes,17,Maximum Velocity,individual,prize,Ruthie Alcaide
s06_battle_of_the_sexes,17,Maximum Velocity,individual,safety,Ellen Cho
s06_battle_of_the_sexes,17,,individual,prize,Jamie Murray
s07_the_gauntlet,1,Snake Soup,team,prize,Alton Williams
s07_the_gauntlet,1,Snake Soup,team,prize,Coral Smith
s07_the_gauntlet,1,Snake Soup,team,prize,Mike Mizanin
s07_the_gauntlet,1,Snake Soup,team,prize,Nathan Blackburn
s07_the_gauntlet,1,Snake Soup,team,prize,Norman Korpi
s07_the_gauntlet,1,Snake Soup,team,prize,Theo Gantt
s07_the_gauntlet,1,Snake Soup,team,prize,Irulan Wilson
s07_the_gauntlet,1,Snake Soup,team,prize,Rachel Braband
s07_the_gauntlet,1,Snake Soup,team,prize,Trishelle Cannatella
s07_the_gauntlet,1,Snake Soup,team,prize,Elka Walker
s07_the_gauntlet,1,Snake Soup,team,prize,Matt Smith
s07_the_gauntlet,1,Snake Soup,team,prize,Tonya Cooley
s07_the_gauntlet,1,Snake Soup,team,prize,Montana McGlynn
s07_the_gauntlet,2,Masquerade,team,prize,Adam Larson
s07_the_gauntlet,2,Masquerade,team,prize,Cara Zavaleta
s07_the_gauntlet,2,Masquerade,team,prize,Darrell Taylor
s07_the_gauntlet,2,Masquerade,team,prize,Dave Giuntoli
s07_the_gauntlet,2,Masquerade,team,prize,Rachel Robinson
s07_the_gauntlet,2,Masquerade,team,prize,Roni Martin
s07_the_gauntlet,2,Masquerade,team,prize,Sarah Greyson
s07_the_gauntlet,2,Masquerade,team,prize,Theo von Kurnatowski
s07_the_gauntlet,2,Masquerade,team,prize,Veronica Portillo
s07_the_gauntlet,2,Masquerade,team,prize,Abram Boise
s07_the_gauntlet,2,Masquerade,team,prize,Laterrian Wallace
s07_the_gauntlet,2,Masquerade,team,prize,Steve Meinke
s07_the_gauntlet,2,Masquerade,team,prize,Tina Barta
s07_the_gauntlet,2,Masquerade,team,prize,Katie Cooley
s07_the_gauntlet,3,Mud Bath,team,prize,Adam Larson
s07_the_gauntlet,3,Mud Bath,team,prize,Cara Zavaleta
s07_the_gauntlet,3,Mud Bath,team,prize,Darrell Taylor
s07_the_gauntlet,3,Mud Bath,team,prize,Dave Giuntoli
s07_the_gauntlet,3,Mud Bath,team,prize,Rachel Robinson
s07_the_gauntlet,3,Mud Bath,team,prize,Roni Martin
s07_the_gauntlet,3,Mud Bath,team,prize,Sarah Greyson
s07_the_gauntlet,3,Mud Bath,team,prize,Theo von Kurnatowski
s07_the_gauntlet,3,Mud Bath,team,prize,Veronica Portillo
s07_the_gauntlet,3,Mud Bath,team,prize,Abram Boise
s07_the_gauntlet,3,Mud Bath,team,prize,Laterrian Wallace
s07_the_gauntlet,3,Mud Bath,team,prize,Steve Meinke
s07_the_gauntlet,3,Mud Bath,team,prize,Tina Barta
s07_the_gauntlet,3,Mud Bath,team,prize,Katie Cooley
s07_the_gauntlet,4,I Scream,team,prize,Adam Larson
s07_the_gauntlet,4,I Scream,team,prize,Cara Zavaleta
s07_the_gauntlet,4,I Scream,team,prize,Darrell Taylor
s07_the_gauntlet,4,I Scream,team,prize,Dave Giuntoli
s07_the_gauntlet,4,I Scream,team,prize,Rachel Robinson
s07_the_gauntlet,4,I Scream,team,prize,Roni Martin
s07_the_gauntlet,4,I Scream,team,prize,Sarah Greyson
s07_the_gauntlet,4,I Scream,team,prize,Theo von Kurnatowski
s07_the_gauntlet,4,I Scream,team,prize,Veronica Portillo
s07_the_gauntlet,4,I Scream,team,prize,Abram Boise
s07_the_gauntlet,4,I Scream,team,prize,Laterrian Wallace
s07_the_gauntlet,4,I Scream,team,prize,Steve Meinke
s07_the_gauntlet,4,I Scream,team,prize,Tina Barta
s07_the_gauntlet,5,Holey Canoe,team,prize,Adam Larson
s07_the_gauntlet,5,Holey Canoe,team,prize,Cara Zavaleta
s07_the_gauntlet,5,Holey Canoe,team,prize,Darrell Taylor
s07_the_gauntlet,5,Holey Canoe,team,prize,Dave Giuntoli
s07_the_gauntlet,5,Holey Canoe,team,prize,Rachel Robinson
s07_the_gauntlet,5,Holey Canoe,team,prize,Roni Martin
s07_the_gauntlet,5,Holey Canoe,team,prize,Sarah Greyson
s07_the_gauntlet,5,Holey Canoe,team,prize,Theo von Kurnatowski
s07_the_gauntlet,5,Holey Canoe,team,prize,Veronica Portillo
s07_the_gauntlet,5,Holey Canoe,team,prize,Abram Boise
s07_the_gauntlet,5,Holey Canoe,team,prize,Laterrian Wallace
s07_the_gauntlet,5,Holey Canoe,team,prize,Steve Meinke
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Alton Williams
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Coral Smith
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Mike Mizanin
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Nathan Blackburn
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Norman Korpi
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Theo Gantt
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Irulan Wilson
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Rachel Braband
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Trishelle Cannatella
s07_the_gauntlet,6,Heavyweight Hustle,team,prize,Elka Walker
s07_the_gauntlet,7,Sink My Ship,team,prize,Adam Larson
s07_the_gauntlet,7,Sink My Ship,team,prize,Cara Zavaleta
s07_the_gauntlet,7,Sink My Ship,team,prize,Darrell Taylor
s07_the_gauntlet,7,Sink My Ship,team,prize,Dave Giuntoli
s07_the_gauntlet,7,Sink My Ship,team,prize,Rachel Robinson
s07_the_gauntlet,7,Sink My Ship,team,prize,Roni Martin
s07_the_gauntlet,7,Sink My Ship,team,prize,Sarah Greyson
s07_the_gauntlet,7,Sink My Ship,team,prize,Theo von Kurnatowski
s07_the_gauntlet,7,Sink My Ship,team,prize,Veronica Portillo
s07_the_gauntlet,7,Sink My Ship,team,prize,Abram Boise
s07_the_gauntlet,7,Sink My Ship,team,prize,Laterrian Wallace
s07_the_gauntlet,7,Sink My Ship,team,prize,Steve Meinke
s07_the_gauntlet,8,Red Barron,team,prize,Adam Larson
s07_the_gauntlet,8,Red Barron,team,prize,Cara Zavaleta
s07_the_gauntlet,8,Red Barron,team,prize,Darrell Taylor
s07_the_gauntlet,8,Red Barron,team,prize,Dave Giuntoli
s07_the_gauntlet,8,Red Barron,team,prize,Rachel Robinson
s07_the_gauntlet,8,Red Barron,team,prize,Roni Martin
s07_the_gauntlet,8,Red Barron,team,prize,Sarah Greyson
s07_the_gauntlet,8,Red Barron,team,prize,Theo von Kurnatowski
s07_the_gauntlet,8,Red Barron,team,prize,Veronica Portillo
s07_the_gauntlet,8,Red Barron,team,prize,Abram Boise
s07_the_gauntlet,8,Red Barron,team,prize,Laterrian Wallace
s07_the_gauntlet,9,Inferno,team,prize,Alton Williams
s07_the_gauntlet,9,Inferno,team,prize,Coral Smith
s07_the_gauntlet,9,Inferno,team,prize,Mike Mizanin
s07_the_gauntlet,9,Inferno,team,prize,Nathan Blackburn
s07_the_gauntlet,9,Inferno,team,prize,Norman Korpi
s07_the_gauntlet,9,Inferno,team,prize,Theo Gantt
s07_the_gauntlet,9,Inferno,team,prize,Irulan Wilson
s07_the_gauntlet,9,Inferno,team,prize,Rachel Braband
s07_the_gauntlet,10,Rolling on a River,team,prize,Adam Larson
s07_the_gauntlet,10,Rolling on a River,team,prize,Cara Zavaleta
s07_the_gauntlet,10,Rolling on a River,team,prize,Darrell Taylor
s07_the_gauntlet,10,Rolling on a River,team,prize,Dave Giuntoli
s07_the_gauntlet,10,Rolling on a River,team,prize,Rachel Robinson
s07_the_gauntlet,10,Rolling on a River,team,prize,Roni Martin
s07_the_gauntlet,10,Rolling on a River,team,prize,Sarah Greyson
s07_the_gauntlet,10,Rolling on a River,team,prize,Theo von Kurnatowski
s07_the_gauntlet,10,Rolling on a River,team,prize,Veronica Portillo
s07_the_gauntlet,10,Rolling on a River,team,prize,Abram Boise
s07_the_gauntlet,10,Rolling on a River,team,prize,Laterrian Wallace
s07_the_gauntlet,11,Turntable,team,prize,Adam Larson
s07_the_gauntlet,11,Turntable,team,prize,Cara Zavaleta
s07_the_gauntlet,11,Turntable,team,prize,Darrell Taylor
s07_the_gauntlet,11,Turntable,team,prize,Dave Giuntoli
s07_the_gauntlet,11,Turntable,team,prize,Rachel Robinson
s07_the_gauntlet,11,Turntable,team,prize,Roni Martin
s07_the_gauntlet,11,Turntable,team,prize,Sarah Greyson
s07_the_gauntlet,11,Turntable,team,prize,Theo von Kurnatowski
s07_the_gauntlet,11,Turntable,team,prize,Veronica Portillo
s07_the_gauntlet,11,Turntable,team,prize,Abram Boise
s07_the_gauntlet,12,All or Nothing,team,prize,Alton Williams
s07_the_gauntlet,12,All or Nothing,team,prize,Coral Smith
s07_the_gauntlet,12,All or Nothing,team,prize,Mike Mizanin
s07_the_gauntlet,12,All or Nothing,team,prize,Nathan Blackburn
s07_the_gauntlet,12,All or Nothing,team,prize,Norman Korpi
s07_the_gauntlet,12,All or Nothing,team,prize,Theo Gantt
s07_the_gauntlet,12,All or Nothing,team,prize,Irulan Wilson
s07_the_gauntlet,13,Vertical Sweep,team,prize,Alton Williams
s07_the_gauntlet,13,Vertical Sweep,team,prize,Coral Smith
s07_the_gauntlet,13,Vertical Sweep,team,prize,Mike Mizanin
s07_the_gauntlet,13,Vertical Sweep,team,prize,Nathan Blackburn
s07_the_gauntlet,13,Vertical Sweep,team,prize,Norman Korpi
s07_the_gauntlet,13,Vertical Sweep,team,prize,Theo Gantt
s07_the_gauntlet,14/15,Dukes of Saturn,team,prize,Alton Williams
s07_the_gauntlet,14/15,Dukes of Saturn,team,prize,Coral Smith
s07_the_gauntlet,14/15,Dukes of Saturn,team,prize,Mike Mizanin
s07_the_gauntlet,14/15,Dukes of Saturn,team,prize,Nathan Blackburn
s07_the_gauntlet,14/15,Dukes of Saturn,team,prize,Norman Korpi
s08_the_inferno,1,Grope the Rope,team,prize,Abram Boise
s08_the_inferno,1,Grope the Rope,team,prize,Christena Pyle
s08_the_inferno,1,Grope the Rope,team,prize,Darrell Taylor
s08_the_inferno,1,Grope the Rope,team,prize,Holly Shand
s08_the_inferno,1,Grope the Rope,team,prize,Katie Cooley
s08_the_inferno,1,Grope the Rope,team,prize,Kendal Sheppard
s08_the_inferno,1,Grope the Rope,team,prize,Veronica Portillo
s08_the_inferno,1,Grope the Rope,team,prize,Shane Landrum
s08_the_inferno,1,Grope the Rope,team,prize,Jeremy Blossom
s08_the_inferno,2,Bird Feeder,team,prize,Coral Smith
s08_the_inferno,2,Bird Feeder,team,prize,CT Tamburello
s08_the_inferno,2,Bird Feeder,team,prize,Mike Mizanin
s08_the_inferno,2,Bird Feeder,team,prize,Syrus Yarbrough
s08_the_inferno,2,Bird Feeder,team,prize,David Burns
s08_the_inferno,2,Bird Feeder,team,prize,Leah Gillingwater
s08_the_inferno,2,Bird Feeder,team,prize,Julie Stoffer
s08_the_inferno,2,Bird Feeder,team,prize,Mallory Snyder
s08_the_inferno,2,Bird Feeder,team,prize,Trishelle Cannatella
s08_the_inferno,3,Wreck N' Roll,team,prize,Abram Boise
s08_the_inferno,3,Wreck N' Roll,team,prize,Christena Pyle
s08_the_inferno,3,Wreck N' Roll,team,prize,Darrell Taylor
s08_the_inferno,3,Wreck N' Roll,team,prize,Holly Shand
s08_the_inferno,3,Wreck N' Roll,team,prize,Kendal Sheppard
s08_the_inferno,3,Wreck N' Roll,team,prize,Veronica Portillo
s08_the_inferno,3,Wreck N' Roll,team,prize,Shane Landrum
s08_the_inferno,3,Wreck N' Roll,team,prize,Jeremy Blossom
s08_the_inferno,4,Climbing Wall,team,prize,Abram Boise
s08_the_inferno,4,Climbing Wall,team,prize,Christena Pyle
s08_the_inferno,4,Climbing Wall,team,prize,Darrell Taylor
s08_the_inferno,4,Climbing Wall,team,prize,Holly Shand
s08_the_inferno,4,Climbing Wall,team,prize,Kendal Sheppard
s08_the_inferno,4,Climbing Wall,team,prize,Veronica Portillo
s08_the_inferno,4,Climbing Wall,team,prize,Shane Landrum
s08_the_inferno,4,Climbing Wall,team,prize,Jeremy Blossom
s08_the_inferno,5,Disco Domino Derby,team,prize,Coral Smith
s08_the_inferno,5,Disco Domino Derby,team,prize,CT Tamburello
s08_the_inferno,5,Disco Domino Derby,team,prize,Mike Mizanin
s08_the_inferno,5,Disco Domino Derby,team,prize,Syrus Yarbrough
s08_the_inferno,5,Disco Domino Derby,team,prize,David Burns
s08_the_inferno,5,Disco Domino Derby,team,prize,Leah Gillingwater
s08_the_inferno,5,Disco Domino Derby,team,prize,Julie Stoffer
s08_the_inferno,5,Disco Domino Derby,team,prize,Mallory Snyder
s08_the_inferno,6,Balls Out,team,prize,Coral Smith
s08_the_inferno,6,Balls Out,team,prize,CT Tamburello
s08_the_inferno,6,Balls Out,team,prize,Mike Mizanin
s08_the_inferno,6,Balls Out,team,prize,Syrus Yarbrough
s08_the_inferno,6,Balls Out,team,prize,David Burns
s08_the_inferno,6,Balls Out,team,prize,Leah Gillingwater
s08_the_inferno,6,Balls Out,team,prize,Julie Stoffer
s08_the_inferno,6,Balls Out,team,prize,Mallory Snyder
s08_the_inferno,7,Ultimate Saturn Road Trip,team,prize,Abram Boise
s08_the_inferno,7,Ultimate Saturn Road Trip,team,prize,Christena Pyle
s08_the_inferno,7,Ultimate Saturn Road Trip,team,prize,Darrell Taylor
s08_the_inferno,7,Ultimate Saturn Road Trip,team,prize,Holly Shand
s08_the_inferno,7,Ultimate Saturn Road Trip,team,prize,Kendal Sheppard
s08_the_inferno,7,Ultimate Saturn Road Trip,team,prize,Veronica Portillo
s08_the_inferno,7,Ultimate Saturn Road Trip,team,prize,Shane Landrum
s08_the_inferno,8,Don't Yank My Chain,team,prize,Abram Boise
s08_the_inferno,8,Don't Yank My Chain,team,prize,Christena Pyle
s08_the_inferno,8,Don't Yank My Chain,team,prize,Darrell Taylor
s08_the_inferno,8,Don't Yank My Chain,team,prize,Holly Shand
s08_the_inferno,8,Don't Yank My Chain,team,prize,Kendal Sheppard
s08_the_inferno,8,Don't Yank My Chain,team,prize,Veronica Portillo
s08_the_inferno,8,Don't Yank My Chain,team,prize,Shane Landrum
s08_the_inferno,9,Come Sail Away,team,prize,Abram Boise
s08_the_inferno,9,Come Sail Away,team,prize,Christena Pyle
s08_the_inferno,9,Come Sail Away,team,prize,Darrell Taylor
s08_the_inferno,9,Come Sail Away,team,prize,Holly Shand
s08_the_inferno,9,Come Sail Away,team,prize,Kendal Sheppard
s08_the_inferno,9,Come Sail Away,team,prize,Veronica Portillo
s08_the_inferno,10,Bungee Bound,team,prize,Abram Boise
s08_the_inferno,10,Bungee Bound,team,prize,Christena Pyle
s08_the_inferno,10,Bungee Bound,team,prize,Darrell Taylor
s08_the_inferno,10,Bungee Bound,team,prize,Holly Shand
s08_the_inferno,10,Bungee Bound,team,prize,Kendal Sheppard
s08_the_inferno,10,Bungee Bound,team,prize,Veronica Portillo
s08_the_inferno,11,Twist and Shoot,team,prize,Abram Boise
s08_the_inferno,11,Twist and Shoot,team,prize,Christena Pyle
s08_the_inferno,11,Twist and Shoot,team,prize,Darrell Taylor
s08_the_inferno,11,Twist and Shoot,team,prize,Holly Shand
s08_the_inferno,11,Twist and Shoot,team,prize,Kendal Sheppard
s08_the_inferno,12,Balcony Swing,team,prize,Coral Smith
s08_the_inferno,12,Balcony Swing,team,prize,CT Tamburello
s08_the_inferno,12,Balcony Swing,team,prize,Mike Mizanin
s08_the_inferno,12,Balcony Swing,team,prize,Syrus Yarbrough
s08_the_inferno,12,Balcony Swing,team,prize,David Burns
s08_the_inferno,12,Balcony Swing,team,prize,Leah Gillingwater
s08_the_inferno,13,Fallen Angels,team,prize,Abram Boise
s08_the_inferno,13,Fallen Angels,team,prize,Christena Pyle
s08_the_inferno,13,Fallen Angels,team,prize,Darrell Taylor
s08_the_inferno,13,Fallen Angels,team,prize,Holly Shand
s08_the_inferno,13,Fallen Angels,team,prize,Kendal Sheppard
s08_the_inferno,14/15,Saturn Valet Ballet,team,prize,Abram Boise
s08_the_inferno,14/15,Saturn Valet Ballet,team,prize,Christena Pyle
s08_the_inferno,14/15,Saturn Valet Ballet,team,prize,Darrell Taylor
s08_the_inferno,14/15,Saturn Valet Ballet,team,prize,Holly Shand
s08_the_inferno,14/15,Saturn Valet Ballet,team,prize,Kendal Sheppard
s08_the_inferno,15/16,Window Washing,team,prize,Abram Boise
s08_the_inferno,15/16,Window Washing,team,prize,Christena Pyle
s08_the_inferno,15/16,Window Washing,team,prize,Darrell Taylor
s08_the_inferno,15/16,Window Washing,team,prize,Holly Shand
s08_the_inferno,15/16,Window Washing,team,prize,Kendal Sheppard
s08_the_inferno,15/16,,individual,prize,Veronica Portillo
s08_the_inferno,15/16,,individual,safety,David Burns
s09_battle_of_the_sexes_2,1/2,Dangle Drop,individual,prize,Abram Boise
s09_battle_of_the_sexes_2,1/2,Dangle Drop,individual,safety,Adam King
s09_battle_of_the_sexes_2,1/2,,individual,prize,Rachel Robinson
s09_battle_of_the_sexes_2,3,Snake Pit Poker,individual,prize,Arissa Hill
s09_battle_of_the_sexes_2,3,Snake Pit Poker,individual,safety,Cameran Eubanks
s09_battle_of_the_sexes_2,3,,individual,prize,Frank Roessler
s09_battle_of_the_sexes_2,4,Melt with You,individual,prize,Dan Setzler
s09_battle_of_the_sexes_2,4,Melt with You,individual,safety,Shane Landrum
s09_battle_of_the_sexes_2,4,,individual,prize,Ibis Nieves
s09_battle_of_the_sexes_2,5,Bombs Away,individual,prize,Chris Graebe
s09_battle_of_the_sexes_2,5,Bombs Away,individual,safety,Mark Long
s09_battle_of_the_sexes_2,5,,individual,prize,Coral Smith
s09_battle_of_the_sexes_2,6,Junk Boat,individual,prize,Derrick Kosinski
s09_battle_of_the_sexes_2,6,Junk Boat,individual,safety,Mike Mizanin
s09_battle_of_the_sexes_2,6,,individual,prize,Ruthie Alcaide
s09_battle_of_the_sexes_2,7,High Noon,individual,prize,Brad Fiorenza
s09_battle_of_the_sexes_2,7,High Noon,individual,safety,Eric Nies
s09_battle_of_the_sexes_2,7,,individual,prize,Arissa Hill
s09_battle_of_the_sexes_2,8,Fill 'Er Up,individual,prize,Eric Nies
s09_battle_of_the_sexes_2,8,Fill 'Er Up,individual,safety,Frank Roessler
s09_battle_of_the_sexes_2,8,,individual,prize,Sophia Pasquis
s09_battle_of_the_sexes_2,9,Sa Wing,individual,prize,Brad Fiorenza
s09_battle_of_the_sexes_2,9,Sa Wing,individual,safety,Shane Landrum
s09_battle_of_the_sexes_2,9,,individual,prize,Katie Cooley
s09_battle_of_the_sexes_2,10,Electro Shock,individual,prize,Aneesa Ferreira
s09_battle_of_the_sexes_2,10,Electro Shock,individual,safety,Coral Smith
s09_battle_of_the_sexes_2,10,,individual,prize,Randy Barry
s09_battle_of_the_sexes_2,11,Pop Culture Bike Jump,individual,prize,Brad Fiorenza
s09_battle_of_the_sexes_2,11,Pop Culture Bike Jump,individual,safety,Frank Roessler
s09_battle_of_the_sexes_2,11,,individual,prize,Sophia Pasquis
s09_battle_of_the_sexes_2,12,The Shredder,individual,prize,Eric Nies
s09_battle_of_the_sexes_2,12,The Shredder,individual,safety,Mark Long
s09_battle_of_the_sexes_2,12,,individual,prize,Robin Hibbard
s09_battle_of_the_sexes_2,13,Cast a Spell,individual,prize,Dan Setzler
s09_battle_of_the_sexes_2,13,Cast a Spell,individual,safety,Shane Landrum
s09_battle_of_the_sexes_2,13,,individual,prize,Ruthie Alcaide
s09_battle_of_the_sexes_2,14,Semi-Cross,individual,prize,Brad Fiorenza
s09_battle_of_the_sexes_2,14,Semi-Cross,individual,safety,Dan Setzler
s09_battle_of_the_sexes_2,14,,individual,prize,Sophia Pasquis
s09_battle_of_the_sexes_2,15,Car-Go,individual,prize,Dan Setzler
s09_battle_of_the_sexes_2,16,Vertigo,individual,prize,Arissa Hill
s10_the_inferno_ii,1,Surf Torture,team,prize,Abram Boise
s10_the_inferno_ii,1,Surf Torture,team,prize,CT Tamburello
s10_the_inferno_ii,1,Surf Torture,team,prize,Derrick Kosinski
s10_the_inferno_ii,1,Surf Torture,team,prize,Rachel Robinson
s10_the_inferno_ii,1,Surf Torture,team,prize,Tina Barta
s10_the_inferno_ii,1,Surf Torture,team,prize,Tonya Cooley
s10_the_inferno_ii,1,Surf Torture,team,prize,Veronica Portillo
s10_the_inferno_ii,1,Surf Torture,team,prize,Karamo Brown
s10_the_inferno_ii,1,Surf Torture,team,prize,Beth Stolarczyk
s10_the_inferno_ii,2,Juice It Up,team,prize,Abram Boise
s10_the_inferno_ii,2,Juice It Up,team,prize,CT Tamburello
s10_the_inferno_ii,2,Juice It Up,team,prize,Derrick Kosinski
s10_the_inferno_ii,2,Juice It Up,team,prize,Rachel Robinson
s10_the_inferno_ii,2,Juice It Up,team,prize,Tina Barta
s10_the_inferno_ii,2,Juice It Up,team,prize,Tonya Cooley
s10_the_inferno_ii,2,Juice It Up,team,prize,Veronica Portillo
s10_the_inferno_ii,2,Juice It Up,team,prize,Karamo Brown
s10_the_inferno_ii,2,Juice It Up,team,prize,Beth Stolarczyk
s10_the_inferno_ii,3,X Marks the Spot,team,prize,Abram Boise
s10_the_inferno_ii,3,X Marks the Spot,team,prize,CT Tamburello
s10_the_inferno_ii,3,X Marks the Spot,team,prize,Derrick Kosinski
s10_the_inferno_ii,3,X Marks the Spot,team,prize,Rachel Robinson
s10_the_inferno_ii,3,X Marks the Spot,team,prize,Tonya Cooley
s10_the_inferno_ii,3,X Marks the Spot,team,prize,Veronica Portillo
s10_the_inferno_ii,3,X Marks the Spot,team,prize,Karamo Brown
s10_the_inferno_ii,3,X Marks the Spot,team,prize,Beth Stolarczyk
s10_the_inferno_ii,4,Run for Your Money,team,prize,Darrell Taylor
s10_the_inferno_ii,4,Run for Your Money,team,prize,Jamie Chung
