season_id,episode,gender,game,winner,loser
s05_battle_of_the_seasons,6,,,Sean Duffy,Mike Lambert
s05_battle_of_the_seasons,6,,,Holly Brentson,Adam Larson
s05_battle_of_the_seasons,6,,,Holly Brentson,Jisela Delgado
s05_battle_of_the_seasons,6,,,Theo von Kurnatowski,Adam Larson
s05_battle_of_the_seasons,6,,,Theo von Kurnatowski,Jisela Delgado
s05_battle_of_the_seasons,7/8,,,Holly Brentson,Holly Shand
s05_battle_of_the_seasons,7/8,,,Holly Brentson,Josh Florence
s05_battle_of_the_seasons,7/8,,,Theo von Kurnatowski,Holly Shand
s05_battle_of_the_seasons,7/8,,,Theo von Kurnatowski,Josh Florence
s05_battle_of_the_seasons,7/8,,,Elka Walker,Becky Blasband
s05_battle_of_the_seasons,7/8,,,Elka Walker,Norman Korpi
s05_battle_of_the_seasons,7/8,,,Sean Duffy,Becky Blasband
s05_battle_of_the_seasons,7/8,,,Sean Duffy,Norman Korpi
s06_battle_of_the_sexes,1/2,,,Melissa Howard,Julie Stoffer
s06_battle_of_the_sexes,3,,,Ruthie Alcaide,Beth Stolarczyk
s06_battle_of_the_sexes,3,,,Theo Gantt,Laterrian Wallace
s06_battle_of_the_sexes,4,M,,Ruthie Alcaide,Gladys Sanabria
s06_battle_of_the_sexes,4,,,Puck Rainey,Eric Jones
s06_battle_of_the_sexes,5,M,,Jamie Murray,David Broom
s06_battle_of_the_sexes,5,,,Veronica Portillo,Jisela Delgado
s06_battle_of_the_sexes,7,M,,Ruthie Alcaide,Amaya Brecher
s06_battle_of_the_sexes,7,,,Mark Long,Yes Duffy
s06_battle_of_the_sexes,8,,,Theo Gantt,Dan Renzi
s06_battle_of_the_sexes,8,,,Ruthie Alcaide,Rachel Robinson
s06_battle_of_the_sexes,9,,,Mark Long,Dan Renzi
s06_battle_of_the_sexes,9,,,Ruthie Alcaide,Aneesa Ferreira
s06_battle_of_the_sexes,10,M,,Veronica Portillo,Tonya Cooley
s06_battle_of_the_sexes,10,,,Mark Long,Jake Bronstein
s06_battle_of_the_sexes,11,M,,Ruthie Alcaide,Christina Pazsitzky
s06_battle_of_the_sexes,11,,,Mark Long,Theo Gantt
s06_battle_of_the_sexes,12,M,,Mark Long,Syrus Yarbrough
s06_battle_of_the_sexes,12,,,Ruthie Alcaide,Veronica Portillo
s06_battle_of_the_sexes,13,M,,Ruthie Alcaide,Ayanna Mackins
s06_battle_of_the_sexes,13,,,Mark Long,Blair Herter
s06_battle_of_the_sexes,14,M,,Mark Long,Eric Nies
s06_battle_of_the_sexes,14,,,Ruthie Alcaide,Anne Wharton
s06_battle_of_the_sexes,15,M,,Ruthie Alcaide,Genesis Moss
s06_battle_of_the_sexes,15,,,Mark Long,James Orlando
s06_battle_of_the_sexes,16,M,,Ruthie Alcaide,Genesis Moss
s06_battle_of_the_sexes,16,,,Mark Long,Shane Landrum
s06_battle_of_the_sexes,17,,,Ruthie Alcaide,Melissa Howard
s06_battle_of_the_sexes,17,,,Mark Long,Antoine de Bouverie
s07_the_gauntlet,1,,Dead Man's Drop,Sarah Greyson,David Broom
s07_the_gauntlet,2,,Ride 'Em Cowboy,Katie Cooley,Montana McGlynn
s07_the_gauntlet,3,,Perfect Fit,Steve Meinke,Tonya Cooley
s07_the_gauntlet,4,,Hangman,Rachel Braband,Katie Cooley
s07_the_gauntlet,5,,Dead Man's Drop,Coral Smith,Tina Barta
s07_the_gauntlet,6,,Dead Man's Drop,Sarah Greyson,Matt Smith
s07_the_gauntlet,7,,Knock Your Block Off,Cara Zavaleta,Elka Walker
s07_the_gauntlet,8,,Perfect Fit,Trishelle Cannatella,Steve Meinke
s07_the_gauntlet,9,,Perfect Fit,Sarah Greyson,Trishelle Cannatella
s07_the_gauntlet,10,,Ride 'Em Cowboy,Sarah Greyson,Rachel Braband
s07_the_gauntlet,11,,Pole Climb,Alton Williams,Laterrian Wallace
s07_the_gauntlet,12,,Knock Your Block Off,Mike Mizanin,Abram Boise
s07_the_gauntlet,13,,Dead Man's Drop,Sarah Greyson,Irulan Wilson
s07_the_gauntlet,14/15,,Ride 'Em Cowboy,Cara Zavaleta,Theo Gantt
s08_the_inferno,1,,,Jeremy Blossom,Timmy Beggy
s08_the_inferno,2,,Bug Helmet,Jeremy Blossom,Ace Amerson
s08_the_inferno,3,,,Holly Shand,Katie Cooley
s08_the_inferno,4,,Chili Counter,Holly Shand,Trishelle Cannatella
s08_the_inferno,5,,,Abram Boise,Jeremy Blossom
s08_the_inferno,6,,Human Candelabra,Mike Mizanin,Jeremy Blossom
s08_the_inferno,7,,,Christena Pyle,Katie Cooley
s08_the_inferno,8,,Noise Pollution,Christena Pyle,Mallory Snyder
s08_the_inferno,9,,,Abram Boise,Shane Landrum
s08_the_inferno,10,,Don't Toss Your Cookies,CT Tamburello,Shane Landrum
s08_the_inferno,11,,,Katie Cooley,Veronica Portillo
s08_the_inferno,12,,Scratchathon,Katie Cooley,Julie Stoffer
s08_the_inferno,13,,,Darrell Taylor,Timmy Beggy
s08_the_inferno,14/15,,Brick by Brick,Kendal Sheppard,Leah Gillingwater
s08_the_inferno,15/16,,,Katie Cooley,Veronica Portillo
s08_the_inferno,15/16,,Smell You Later,Katie Cooley,David Burns
s09_battle_of_the_sexes_2,1/2,M,,Eric Nies,Jacquese Smith
s09_battle_of_the_sexes_2,1/2,,,Tina Barta,Genesis Moss
s09_battle_of_the_sexes_2,3,M,,Coral Smith,Cameran Eubanks
s09_battle_of_the_sexes_2,3,,,Theo von Kurnatowski,Ace Amerson
s09_battle_of_the_sexes_2,4,M,,Shawn Sealy,Adam King
s09_battle_of_the_sexes_2,5,M,,Steven Hill,Abram Boise
s09_battle_of_the_sexes_2,5,,,Sophia Pasquis,Ayanna Mackins
s09_battle_of_the_sexes_2,6,,,Randy Barry,Derrick Kosinski
s09_battle_of_the_sexes_2,6,,,Veronica Portillo,Cynthia Roberts
s09_battle_of_the_sexes_2,7,M,,Randy Barry,Shawn Sealy
s09_battle_of_the_sexes_2,7,,,Tonya Cooley,Angela Trimbur
s09_battle_of_the_sexes_2,8,M,,Nick Haggart,Mike Mizanin
s09_battle_of_the_sexes_2,8,,,Tonya Cooley,Rachel Robinson
s09_battle_of_the_sexes_2,9,M,,Theo von Kurnatowski,Chris Graebe
s09_battle_of_the_sexes_2,9,,,Ruthie Alcaide,Katie Cooley
s09_battle_of_the_sexes_2,10,M,,Robin Hibbard,Aneesa Ferreira
s09_battle_of_the_sexes_2,10,,,Steven Hill,Nick Haggart
s09_battle_of_the_sexes_2,11,,,Theo von Kurnatowski,Frank Roessler
s09_battle_of_the_sexes_2,11,,,Tina Barta,Veronica Portillo
s09_battle_of_the_sexes_2,12,M,,Shane Landrum,Randy Barry
s09_battle_of_the_sexes_2,12,,,Ruthie Alcaide,Ibis Nieves
s09_battle_of_the_sexes_2,14,M,,Mark Long,Shane Landrum
s09_battle_of_the_sexes_2,14,,,Tina Barta,Robin Hibbard
s09_battle_of_the_sexes_2,15,M,,Eric Nies,Brad Fiorenza
s09_battle_of_the_sexes_2,15,,,Tina Barta,Ruthie Alcaide
s09_battle_of_the_sexes_2,16,,,Coral Smith,Tina Barta
s09_battle_of_the_sexes_2,16,,,Theo von Kurnatowski,Mark Long
s10_the_inferno_ii,1,M,,Mike Mizanin,Dan Renzi
s10_the_inferno_ii,2,,Hang Tough,Dan Renzi,Jon Brennan
s10_the_inferno_ii,3,F,,Robin Hibbard,Tina Barta
s10_the_inferno_ii,4,,Shack Attack,Tina Barta,Robin Hibbard
s10_the_inferno_ii,5,M,,Mike Mizanin,Karamo Brown
s10_the_inferno_ii,6,,Knock Your Block Off,Landon Lueck,Karamo Brown
s10_the_inferno_ii,7,F,,Jodi Weatherton,Veronica Portillo
s10_the_inferno_ii,8,,That's a Wrap,Veronica Portillo,Jodi Weatherton
s10_the_inferno_ii,9,M,,Mike Mizanin,Abram Boise
s10_the_inferno_ii,10,,Balls In,Abram Boise,Brad Fiorenza
s10_the_inferno_ii,11,F,,Julie Stoffer,Tonya Cooley
s10_the_inferno_ii,12,,Patch Work,Tonya Cooley,Julie Stoffer
s10_the_inferno_ii,13,M,,Landon Lueck,Dan Renzi
s10_the_inferno_ii,14,,Pegged,Landon Lueck,Dan Renzi
s10_the_inferno_ii,15,F,,Shavonda Billingslea,Tonya Cooley
s10_the_inferno_ii,15,,Spinner,Tonya Cooley,Shavonda Billingslea
s11_the_gauntlet_2,1,,Royal Rumble,Adam Larson,Alton Williams
s11_the_gauntlet_2,1,,,Jo Rhodes,Ruthie Alcaide
s11_the_gauntlet_2,2,,Name That Coconut,Derrick Kosinski,Adam Larson
s11_the_gauntlet_2,4,,Beach Brawl,Alton Williams,Danny Dias
s11_the_gauntlet_2,5,,Reverse Tug-O-War,Ruthie Alcaide,Jisela Delgado
s11_the_gauntlet_2,6,,Capture The Flag,Alton Williams,Adam King
s11_the_gauntlet_2,7,,Reverse Tug-O-War,Beth Stolarczyk,Ruthie Alcaide
s11_the_gauntlet_2,8,,Beach Brawl,Derrick Kosinski,Ace Amerson
s11_the_gauntlet_2,9,,Reverse Tug-O-War,Beth Stolarczyk,Montana McGlynn
s11_the_gauntlet_2,10,,Beach Brawl,Derrick Kosinski,Syrus Yarbrough
s11_the_gauntlet_2,11,,Name That Coconut,Kina Dean,Cara Zavaleta
s11_the_gauntlet_2,12,,Capture The Flag,Alton Williams,Jeremy Blossom
s11_the_gauntlet_2,14,,Name That Coconut,Derrick Kosinski,Brad Fiorenza
s11_the_gauntlet_2,15,,Sticky Situation,Kina Dean,Jillian Zoboroski
s11_the_gauntlet_2,16/17,,Reverse Tug-O-War,Timmy Beggy,Derrick Kosinski
s12_fresh_meat,1,,,Wes Bergmann,Danny Jamieson
s12_fresh_meat,1,,,Wes Bergmann,Evelyn Smith
s12_fresh_meat,1,,,Casey Cooper,Danny Jamieson
s12_fresh_meat,1,,,Casey Cooper,Evelyn Smith
s12_fresh_meat,2,,Beach Course,Wes Bergmann,Danny Jamieson
s12_fresh_meat,2,,Beach Course,Wes Bergmann,Evelyn Smith
s12_fresh_meat,2,,Beach Course,Casey Cooper,Danny Jamieson
s12_fresh_meat,2,,Beach Course,Casey Cooper,Evelyn Smith
s12_fresh_meat,3,,,Melinda Collins,Wes Bergmann
s12_fresh_meat,3,,,Melinda Collins,Casey Cooper
s12_fresh_meat,3,,,Ryan Kehoe,Wes Bergmann
s12_fresh_meat,3,,,Ryan Kehoe,Casey Cooper
s12_fresh_meat,4,,Forest Course,Wes Bergmann,Melinda Collins
s12_fresh_meat,4,,Forest Course,Wes Bergmann,Ryan Kehoe
s12_fresh_meat,4,,Forest Course,Casey Cooper,Melinda Collins
s12_fresh_meat,4,,Forest Course,Casey Cooper,Ryan Kehoe
s12_fresh_meat,5,,,Wes Bergmann,Johanna Botta
s12_fresh_meat,5,,,Wes Bergmann,Jesse Stark
s12_fresh_meat,5,,,Casey Cooper,Johanna Botta
s12_fresh_meat,5,,,Casey Cooper,Jesse Stark
s12_fresh_meat,6,,Cliffside Course,Wes Bergmann,Johanna Botta
s12_fresh_meat,6,,Cliffside Course,Wes Bergmann,Jesse Stark
s12_fresh_meat,6,,Cliffside Course,Casey Cooper,Johanna Botta
s12_fresh_meat,6,,Cliffside Course,Casey Cooper,Jesse Stark
s12_fresh_meat,7,,,Wes Bergmann,Tonya Cooley
s12_fresh_meat,7,,,Wes Bergmann,Johnnie McBride
s12_fresh_meat,7,,,Casey Cooper,Tonya Cooley
s12_fresh_meat,7,,,Casey Cooper,Johnnie McBride
s12_fresh_meat,8,,Forest Course,Wes Bergmann,Tonya Cooley
s12_fresh_meat,8,,Forest Course,Wes Bergmann,Johnnie McBride
s12_fresh_meat,8,,Forest Course,Casey Cooper,Tonya Cooley
s12_fresh_meat,8,,Forest Course,Casey Cooper,Johnnie McBride
s12_fresh_meat,9,,,Katie Cooley,Tina Barta
s12_fresh_meat,9,,,Katie Cooley,Kenny Santucci
s12_fresh_meat,9,,,Big Easy Banks,Tina Barta
s12_fresh_meat,9,,,Big Easy Banks,Kenny Santucci
s12_fresh_meat,10,,Beach Course,Tina Barta,Katie Cooley
s12_fresh_meat,10,,Beach Course,Tina Barta,Big Easy Banks
s12_fresh_meat,10,,Beach Course,Kenny Santucci,Katie Cooley
s12_fresh_meat,10,,Beach Course,Kenny Santucci,Big Easy Banks
s12_fresh_meat,11,,,Shane Landrum,Wes Bergmann
s12_fresh_meat,11,,,Shane Landrum,Casey Cooper
s12_fresh_meat,11,,,Linette Gallo,Wes Bergmann
s12_fresh_meat,11,,,Linette Gallo,Casey Cooper
s12_fresh_meat,12,,Cliffside Course,Wes Bergmann,Shane Landrum
s12_fresh_meat,12,,Cliffside Course,Wes Bergmann,Linette Gallo
s12_fresh_meat,12,,Cliffside Course,Casey Cooper,Shane Landrum
s12_fresh_meat,12,,Cliffside Course,Casey Cooper,Linette Gallo
s12_fresh_meat,13,,,Theo von Kurnatowski,Darrell Taylor
s12_fresh_meat,13,,,Theo von Kurnatowski,Aviv Melmed
s12_fresh_meat,13,,,Chanda Sneed,Darrell Taylor
s12_fresh_meat,13,,,Chanda Sneed,Aviv Melmed
s12_fresh_meat,14,,Beach Course,Tina Barta,Theo von Kurnatowski
s12_fresh_meat,14,,Beach Course,Tina Barta,Chanda Sneed
s12_fresh_meat,14,,Beach Course,Kenny Santucci,Theo von Kurnatowski
s12_fresh_meat,14,,Beach Course,Kenny Santucci,Chanda Sneed
s12_fresh_meat,15,,Forest Course,Darrell Taylor,Derrick Kosinski
s12_fresh_meat,15,,Forest Course,Darrell Taylor,Diem Brown
s12_fresh_meat,15,,Forest Course,Aviv Melmed,Derrick Kosinski
s12_fresh_meat,15,,Forest Course,Aviv Melmed,Diem Brown
s13_the_duel,1/2,M,I Can,Tyler Duckworth,Johnny Bananas
s13_the_duel,3,M,Ascender,Derrick Kosinski,Tyler Duckworth
s13_the_duel,4,F,Pole Wrestle,Aneesa Ferreira,Paula Meronek
s13_the_duel,5,M,Ascender,Nehemiah Clark,Kenny Santucci
s13_the_duel,6,F,Pole Wrestle,Robin Hibbard,Casey Cooper
s13_the_duel,7,M,I Can,Big Easy Banks,Nehemiah Clark
s13_the_duel,8,F,Push Me,Svetlana Shusterman,Beth Stolarczyk
s13_the_duel,9,M,Pole Wrestle,Wes Bergmann,Derrick Kosinski
s13_the_duel,10,F,Ascender,Aneesa Ferreira,Robin Hibbard
s13_the_duel,11,M,Pole Wrestle,Brad Fiorenza,Big Easy Banks
s13_the_duel,12,F,Push Me,Svetlana Shusterman,Kina Dean
s13_the_duel,13,M,Ascender,CT Tamburello,Evan Starkman
s13_the_duel,14,F,I Can,Aneesa Ferreira,Diem Brown
s13_the_duel,15,M,Push Me,Brad Fiorenza,CT Tamburello
s13_the_duel,15,F,I Can,Svetlana Shusterman,Aneesa Ferreira
s14_the_inferno_3,1,,,Davis Mallory,Abram Boise
s14_the_inferno_3,2/3,,Head Rush,Alton Williams,Tyri Ballard-Brown
s14_the_inferno_3,3,,,Susie Meister,Jenn Grijalva
s14_the_inferno_3,4,,Ejection,Jenn Grijalva,Rachel Moyal
s14_the_inferno_3,5,,,Davis Mallory,Danny Jamieson
s14_the_inferno_3,6,,Watch Your Back,Davis Mallory,Danny Jamieson
s14_the_inferno_3,7,,,Susie Meister,Jenn Grijalva
s14_the_inferno_3,8,,Spokesmodel,Jenn Grijalva,Colie
s14_the_inferno_3,9,,,Ace Amerson,Kenny Santucci
s14_the_inferno_3,10,,Smash House,Abram Boise,Timmy Beggy
s14_the_inferno_3,11,,,Susie Meister,Jenn Grijalva
s14_the_inferno_3,12,,Zero Gravity,Susie Meister,Jenn Grijalva
s14_the_inferno_3,13,,,Davis Mallory,Derrick Kosinski
s14_the_inferno_3,13,,,Susie Meister,Aneesa Ferreira
s14_the_inferno_3,14,,Corner Ball,Derrick Kosinski,Davis Mallory
s14_the_inferno_3,15,,Shimmy,Paula Meronek,Aneesa Ferreira
s15_the_gauntlet_iii,1,,Force Field,Nehemiah Clark,Alex Smith
s15_the_gauntlet_iii,2,F,Ram It Home,Jillian Zoboroski,Angel Turlington
s15_the_gauntlet_iii,2,,Force Field,Frank Roessler,Tyler Duckworth
s15_the_gauntlet_iii,3,F,Ball Brawl,Jillian Zoboroski,Brooke LaBarbera
s15_the_gauntlet_iii,3,,Sliders,Evan Starkman,Johnny Bananas
s15_the_gauntlet_iii,4,F,Ball Brawl,Jillian Zoboroski,Janelle Casanave
s15_the_gauntlet_iii,4,M,Sliders,Frank Roessler,Zach Mann
s15_the_gauntlet_iii,5,F,Ball Brawl,Coral Smith,Beth Stolarczyk
s15_the_gauntlet_iii,5,,Sliders,Ryan Kehoe,Derek McCray
s15_the_gauntlet_iii,6,F,Ball Brawl,Tori Hall,Melinda Collins
s15_the_gauntlet_iii,6,,Ankle Breaker,Frank Roessler,MJ Garrett
s15_the_gauntlet_iii,7,F,Ball Brawl,Evelyn Smith,Casey Cooper
s15_the_gauntlet_iii,7,M,Ram It Home,Nehemiah Clark,Ryan Kehoe
s15_the_gauntlet_iii,8/9,F,Sliders,Paula Meronek,Katie Cooley
s15_the_gauntlet_iii,8/9,,Ball Brawl,Adam King,Danny Jamieson
s16_the_island,1,,,Kenny Santucci,Tonya Cooley
s16_the_island,2,,,Johnny Bananas,Abram Boise
s16_the_island,3,,,Robin Hibbard,Rachel Robinson
s16_the_island,4,,,Jenn Grijalva,Ashli Robson
s16_the_island,5,,,Dan Walsh,Tyri Ballard-Brown
s16_the_island,6,,,Derrick Kosinski,Cohutta Grindstaff
s16_the_island,7,,,Johanna Botta,Colie
s16_the_island,8,,,Johanna Botta,KellyAnne Judd
s17_the_duel_ii,1/2,,The Elevator,Ryan Kehoe,Nick Brown
s17_the_duel_ii,1/2,,Back Off,Aneesa Ferreira,Shauvon Torres
s17_the_duel_ii,2,,Duel Pole Dancing,Kimberly Alexander,Robin Hibbard
s17_the_duel_ii,2,,Push Over,MJ Garrett,Ryan Kehoe
s17_the_duel_ii,3,,Back Off,Brittini Sherrod,Brooke LaBarbera
s17_the_duel_ii,3,,Spot On,Evan Starkman,Davis Mallory
s17_the_duel_ii,4,,Push Over,Jenn Grijalva,Katie Cooley
s17_the_duel_ii,4,,The Elevator,Evan Starkman,Nehemiah Clark
s17_the_duel_ii,5,,Spot On,Landon Lueck,Isaac Stout
s17_the_duel_ii,5,,Back Off,Kimberly Alexander,Ruthie Alcaide
s17_the_duel_ii,6,,Duel Pole Dancing,Derek McCray,Big Easy Banks
s17_the_duel_ii,6,,Push Over,Jenn Grijalva,Kimberly Alexander
s17_the_duel_ii,7,,The Elevator,MJ Garrett,Dunbar Merrill
s17_the_duel_ii,7,,Back Off,Aneesa Ferreira,Paula Meronek
s17_the_duel_ii,8,,Spot On,Evan Starkman,Derek McCray
s17_the_duel_ii,8,,Push Over,Diem Brown,Jenn Grijalva
s17_the_duel_ii,9/10,,Duel Pole Dancing,Brad Fiorenza,MJ Garrett
s17_the_duel_ii,9/10,,The Elevator,Aneesa Ferreira,Tori Hall
s17_the_duel_ii,10,,Back Off,Brad Fiorenza,Landon Lueck
s17_the_duel_ii,10,,Push Over,Brittini Sherrod,Diem Brown
s18_the_ruins,1,,Shoots and Ladders,Wes Bergmann,Chet Cannon
s18_the_ruins,1,,,Tonya Cooley,Diem Brown
s18_the_ruins,2,,Shadowfighter,Wes Bergmann,Nick Brown
s18_the_ruins,2,,,KellyAnne Judd,Evelyn Smith
s18_the_ruins,3,,Burnout,Susie Meister,Brianna Taylor
s18_the_ruins,3,,,Syrus Yarbrough,Adam King
s18_the_ruins,4,,Oh-Ring,Sarah Rice,Katie Cooley
s18_the_ruins,4,,,Darrell Taylor,Danny Jamieson
s18_the_ruins,5,,Spool,Cohutta Grindstaff,Wes Bergmann
s18_the_ruins,5,,,Kimberly Alexander,Ibis Nieves
s18_the_ruins,6,,Hog Tie,Cohutta Grindstaff,Syrus Yarbrough
s18_the_ruins,6,,,KellyAnne Judd,Veronica Portillo
s18_the_ruins,7,,Crunch,Sarah Rice,Johanna Botta
s18_the_ruins,7,,,Darrell Taylor,Cohutta Grindstaff
s18_the_ruins,8/9,,Rag Doll,Susie Meister,Kimberly Alexander
s18_the_ruins,8/9,,,Johnny Bananas,Dunbar Merrill
s18_the_ruins,9,,Muay Thai,Susie Meister,Casey Cooper
s19_fresh_meat_ii,1,,Lost and Found,Jillian Zoboroski,Darrell Taylor
s19_fresh_meat_ii,1,,Lost and Found,Jillian Zoboroski,Cara Maria Sorbello
s19_fresh_meat_ii,1,,Lost and Found,Pete Connolly,Darrell Taylor
s19_fresh_meat_ii,1,,Lost and Found,Pete Connolly,Cara Maria Sorbello
s19_fresh_meat_ii,2,,Weight for Me,Kenny Santucci,Sarah Rice
s19_fresh_meat_ii,2,,Weight for Me,Kenny Santucci,Vinny Foti
s19_fresh_meat_ii,2,,Weight for Me,Laurel Stucky,Sarah Rice
s19_fresh_meat_ii,2,,Weight for Me,Laurel Stucky,Vinny Foti
s19_fresh_meat_ii,3,,Lost and Found,Evelyn Smith,Paula Meronek
s19_fresh_meat_ii,3,,Lost and Found,Evelyn Smith,Jeff Barr
s19_fresh_meat_ii,3,,Lost and Found,Luke Wolfe,Paula Meronek
s19_fresh_meat_ii,3,,Lost and Found,Luke Wolfe,Jeff Barr
s19_fresh_meat_ii,5,,Lost and Found,Jillian Zoboroski,Danny Jamieson
s19_fresh_meat_ii,5,,Lost and Found,Jillian Zoboroski,Sandy Kang
s19_fresh_meat_ii,5,,Lost and Found,Pete Connolly,Danny Jamieson
s19_fresh_meat_ii,5,,Lost and Found,Pete Connolly,Sandy Kang
s19_fresh_meat_ii,6,,Weight for Me,Landon Lueck,CJ Koegel
s19_fresh_meat_ii,6,,Weight for Me,Landon Lueck,Sydney Walker
s19_fresh_meat_ii,6,,Weight for Me,Carley Johnson,CJ Koegel
s19_fresh_meat_ii,6,,Weight for Me,Carley Johnson,Sydney Walker
s19_fresh_meat_ii,7,,Lost and Found,Evelyn Smith,Wes Bergmann
s19_fresh_meat_ii,7,,Lost and Found,Evelyn Smith,Mandi Moyer
s19_fresh_meat_ii,7,,Lost and Found,Luke Wolfe,Wes Bergmann
s19_fresh_meat_ii,7,,Lost and Found,Luke Wolfe,Mandi Moyer
s19_fresh_meat_ii,8/9,,Weight for Me: Black Out,Landon Lueck,Evelyn Smith
s19_fresh_meat_ii,8/9,,Weight for Me: Black Out,Landon Lueck,Luke Wolfe
s19_fresh_meat_ii,8/9,,Weight for Me: Black Out,Carley Johnson,Evelyn Smith
s19_fresh_meat_ii,8/9,,Weight for Me: Black Out,Carley Johnson,Luke Wolfe
s19_fresh_meat_ii,9/10,,Weight for Me: Black Out,Jenn Grijalva,Ryan Kehoe
s19_fresh_meat_ii,9/10,,Weight for Me: Black Out,Jenn Grijalva,Theresa Jones
s19_fresh_meat_ii,9/10,,Weight for Me: Black Out,Noor Jehangir,Ryan Kehoe
s19_fresh_meat_ii,9/10,,Weight for Me: Black Out,Noor Jehangir,Theresa Jones
s20_cutthroat,1,,Handcuffs,Brandon Nelson,Derek Chavez
s20_cutthroat,1,,,Camila Nakagawa,Emilee Fitzpatrick
s20_cutthroat,2,,Back Up Off Me,Brandon Nelson,JD Ordoñez
s20_cutthroat,2,,,Cara Maria Sorbello,Mandi Moyer
s20_cutthroat,3,,Die Hard,Big Easy Banks,Vinny Foti
s20_cutthroat,4,,Swat,Katie Cooley,Ayiiia Elizarrarás
s20_cutthroat,4,,,Luke Wolfe,Big Easy Banks
s20_cutthroat,5,,Pole Me Over,Brandon Nelson,Ty Ruff
s20_cutthroat,5,,,Camila Nakagawa,Katie Cooley
s20_cutthroat,6,,Handcuffs,Emily Schromm,Melinda Collins
s20_cutthroat,6,,,Derrick Kosinski,Brandon Nelson
s20_cutthroat,7,,Die Hard,Dunbar Merrill,Dan Walsh
s20_cutthroat,7,,,Laurel Stucky,Camila Nakagawa
s20_cutthroat,8/9,,Back Up Off Me,Tori Hall,Theresa Jones
s20_cutthroat,8/9,,,Tyler Duckworth,Johnny Bananas
s20_cutthroat,9/10,,Pole Me Over,Tyler Duckworth,Derrick Kosinski
s20_cutthroat,9/10,,,Emily Schromm,Paula Meronek
s21_rivals,1,F,Hands On,Evelyn Smith,Aneesa Ferreira
s21_rivals,1,F,Hands On,Evelyn Smith,Robin Hibbard
s21_rivals,1,F,Hands On,Paula Meronek,Aneesa Ferreira
s21_rivals,1,F,Hands On,Paula Meronek,Robin Hibbard
s21_rivals,2,M,Blast Off,Kenny Santucci,Davis Mallory
s21_rivals,2,M,Blast Off,Kenny Santucci,Tyri Ballard-Brown
s21_rivals,2,M,Blast Off,Wes Bergmann,Davis Mallory
s21_rivals,2,M,Blast Off,Wes Bergmann,Tyri Ballard-Brown
s21_rivals,3,F,Door Jam,Cara Maria Sorbello,Camila Nakagawa
s21_rivals,3,F,Door Jam,Cara Maria Sorbello,Theresa Jones
s21_rivals,3,F,Door Jam,Laurel Stucky,Camila Nakagawa
s21_rivals,3,F,Door Jam,Laurel Stucky,Theresa Jones
s21_rivals,4,M,Going Up,Kenny Santucci,Brandon Nelson
s21_rivals,4,M,Going Up,Kenny Santucci,Ty Ruff
s21_rivals,4,M,Going Up,Wes Bergmann,Brandon Nelson
s21_rivals,4,M,Going Up,Wes Bergmann,Ty Ruff
s21_rivals,5,F,Unburied,Jasmine Reynaud,Katelynn Cusanelli
s21_rivals,5,F,Unburied,Jasmine Reynaud,Sarah Rice
s21_rivals,5,F,Unburied,Jonna Mannion,Katelynn Cusanelli
s21_rivals,5,F,Unburied,Jonna Mannion,Sarah Rice
s21_rivals,6,M,Rail Slide,Adam King,Evan Starkman
